trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,reimbursement_per_day,efficiency_category,trip_length_category,mileage_tier,effective_mileage_rate,receipt_tier,base_per_diem,residual_after_per_diem
11,685.0,2272.75,1873.94,62.27272727272727,206.61363636363637,170.35818181818183,Low,Very_Long,600-1000,2.7356788321167884,Very_High,1100,773.94
3,307.0,266.21,540.97,102.33333333333333,88.73666666666666,180.32333333333335,Low,Short,300-600,1.7621172638436482,Medium,300,240.97000000000003
3,375.0,1346.21,1339.93,125.0,448.7366666666667,446.6433333333334,Low,Short,300-600,3.5731466666666667,Very_High,300,1039.93
4,1124.0,2177.18,1567.43,281.0,544.295,391.8575,High,Medium,1000+,1.3945106761565838,Very_High,400,1167.43
3,779.0,2110.9,1520.73,259.6666666666667,703.6333333333333,506.91,High,Short,600-1000,1.9521566110397945,Very_High,300,1220.73
8,1173.0,671.25,1419.34,146.625,83.90625,177.4175,Low,Very_Long,1000+,1.21000852514919,High,800,619.3399999999999
14,47.0,1667.14,1745.18,3.357142857142857,119.08142857142857,124.6557142857143,Low,Very_Long,0-100,37.13148936170213,Very_High,1400,345.18000000000006
3,981.0,2008.83,1539.47,327.0,669.61,513.1566666666666,High,Short,600-1000,1.5692864424057085,Very_High,300,1239.47
5,516.0,1450.67,1547.5,103.2,290.134,309.5,Low,Medium,300-600,2.999031007751938,Very_High,500,1047.5
6,471.0,332.51,872.19,78.5,55.41833333333333,145.365,Low,Long,300-600,1.851783439490446,Medium,600,272.19000000000005
2,941.0,1565.77,1432.79,470.5,782.885,716.395,High,Short,600-1000,1.522624867162593,Very_High,200,1232.79
10,377.0,301.96,837.36,37.7,30.195999999999998,83.736,Low,Very_Long,300-600,2.221114058355438,Medium,1000,-162.64
7,273.0,285.83,793.58,39.0,40.832857142857144,113.36857142857143,Low,Long,100-300,2.906886446886447,Medium,700,93.58000000000004
1,458.0,834.7,737.28,458.0,834.7,737.28,High,Short,300-600,1.6097816593886463,High,100,637.28
11,772.0,932.31,1575.52,70.18181818181819,84.75545454545454,143.2290909090909,Low,Very_Long,600-1000,2.0408290155440416,High,1100,475.52
11,36.0,1541.47,1593.24,3.272727272727273,140.13363636363636,144.84,Low,Very_Long,0-100,44.25666666666667,Very_High,1100,493.24
12,211.0,1048.29,1579.73,17.583333333333332,87.3575,131.64416666666668,Low,Very_Long,100-300,7.486872037914692,High,1200,379.73
7,987.0,2164.1,1839.67,141.0,309.15714285714284,262.81,Low,Long,600-1000,1.8639007092198583,Very_High,700,1139.67
9,662.0,2275.59,1599.27,73.55555555555556,252.84333333333336,177.69666666666666,Low,Very_Long,600-1000,2.4158157099697886,Very_High,900,699.27
12,96.0,1164.37,1553.21,8.0,97.03083333333332,129.43416666666667,Low,Very_Long,0-100,16.179270833333334,High,1200,353.21000000000004
5,569.0,1856.7,1623.81,113.8,371.34000000000003,324.762,Low,Medium,300-600,2.8537961335676623,Very_High,500,1123.81
12,128.0,477.17,874.99,10.666666666666666,39.76416666666667,72.91583333333334,Low,Very_Long,100-300,6.835859375,Medium,1200,-325.01
4,886.0,2401.28,1698.0,221.5,600.32,424.5,High,Medium,600-1000,1.9164785553047403,Very_High,400,1298.0
13,19.0,807.27,1331.53,1.4615384615384615,62.097692307692306,102.42538461538462,Low,Very_Long,0-100,70.08052631578947,High,1300,31.529999999999973
8,275.0,2347.09,1454.47,34.375,293.38625,181.80875,Low,Very_Long,100-300,5.288981818181818,Very_High,800,654.47
9,963.0,588.5,1434.42,107.0,65.38888888888889,159.38,Low,Very_Long,600-1000,1.489532710280374,Medium,900,534.4200000000001
14,1056.0,2489.69,1894.16,75.42857142857143,177.835,135.29714285714286,Low,Very_Long,1000+,1.7937121212121212,Very_High,1400,494.1600000000001
5,728.0,423.16,947.72,145.6,84.632,189.544,Low,Medium,600-1000,1.3018131868131868,Medium,500,447.72
4,286.0,1063.49,418.17,71.5,265.8725,104.5425,Low,Medium,100-300,1.4621328671328673,High,400,18.170000000000016
11,332.0,1352.48,1663.39,30.181818181818183,122.95272727272727,151.21727272727273,Low,Very_Long,300-600,5.010210843373494,Very_High,1100,563.3900000000001
12,49.0,1118.38,1494.81,4.083333333333333,93.19833333333334,124.5675,Low,Very_Long,0-100,30.506326530612245,High,1200,294.80999999999995
2,18.0,2503.46,1206.95,9.0,1251.73,603.475,Low,Short,0-100,67.05277777777778,Very_High,200,1006.95
14,592.0,1268.36,1930.24,42.285714285714285,90.59714285714286,137.87428571428572,Low,Very_Long,300-600,3.2605405405405405,Very_High,1400,530.24
3,892.0,171.32,875.39,297.3333333333333,57.10666666666666,291.7966666666667,High,Short,600-1000,0.9813789237668161,Low,300,575.39
11,741.0,1872.39,1847.08,67.36363636363636,170.21727272727273,167.91636363636363,Low,Very_Long,600-1000,2.492685560053981,Very_High,1100,747.0799999999999
14,807.0,2358.41,1819.41,57.642857142857146,168.45785714285714,129.95785714285714,Low,Very_Long,600-1000,2.2545353159851302,Very_High,1400,419.4100000000001
5,873.0,1584.53,1796.7,174.6,316.906,359.34000000000003,Low,Medium,600-1000,2.0580756013745707,Very_High,500,1296.7
3,1159.0,2209.44,1434.84,386.3333333333333,736.48,478.28,High,Short,1000+,1.2379982743744606,Very_High,300,1134.84
11,920.0,1338.65,1871.27,83.63636363636364,121.69545454545455,170.11545454545455,Low,Very_Long,600-1000,2.0339891304347826,Very_High,1100,771.27
1,388.0,390.7,332.06,388.0,390.7,332.06,High,Short,300-600,0.8558247422680413,Medium,100,232.06
9,576.0,1059.79,1547.5,64.0,117.75444444444445,171.94444444444446,Low,Very_Long,300-600,2.6866319444444446,High,900,647.5
9,524.0,2367.12,1640.78,58.22222222222222,263.0133333333333,182.30888888888887,Low,Very_Long,300-600,3.1312595419847327,Very_High,900,740.78
10,459.0,2183.11,1559.59,45.9,218.311,155.959,Low,Very_Long,300-600,3.3977995642701524,Very_High,1000,559.5899999999999
4,725.0,588.9,1097.95,181.25,147.225,274.4875,Sweet_Spot,Medium,600-1000,1.5144137931034483,Medium,400,697.95
1,992.0,958.87,1222.41,992.0,958.87,1222.41,High,Short,600-1000,1.2322681451612905,High,100,1122.41
10,536.0,2194.42,1615.13,53.6,219.442,161.513,Low,Very_Long,300-600,3.0133022388059705,Very_High,1000,615.1300000000001
11,1126.0,1593.03,2143.74,102.36363636363636,144.82090909090908,194.88545454545454,Low,Very_Long,1000+,1.9038543516873887,Very_High,1100,1043.7399999999998
10,314.0,1098.8,1539.1,31.4,109.88,153.91,Low,Very_Long,300-600,4.901592356687898,High,1000,539.0999999999999
1,9.0,2246.28,1120.22,9.0,2246.28,1120.22,Low,Short,0-100,124.4688888888889,Very_High,100,1020.22
11,706.0,1508.23,2030.59,64.18181818181819,137.1118181818182,184.5990909090909,Low,Very_Long,600-1000,2.8761898016997165,Very_High,1100,930.5899999999999
10,976.0,2166.02,1775.03,97.6,216.602,177.503,Low,Very_Long,600-1000,1.8186782786885245,Very_High,1000,775.03
5,1028.0,653.19,1313.95,205.6,130.638,262.79,Sweet_Spot,Medium,1000+,1.278161478599222,High,500,813.95
8,1166.0,99.47,1149.07,145.75,12.43375,143.63375,Low,Very_Long,1000+,0.9854802744425385,Low,800,349.06999999999994
12,882.0,1958.14,1944.88,73.5,163.17833333333334,162.07333333333335,Low,Very_Long,600-1000,2.2050793650793654,Very_High,1200,744.8800000000001
11,448.0,732.79,1090.35,40.72727272727273,66.61727272727272,99.12272727272726,Low,Very_Long,300-600,2.433816964285714,High,1100,-9.650000000000091
7,623.0,1691.39,1800.86,89.0,241.62714285714287,257.2657142857143,Low,Long,600-1000,2.8906260032102726,Very_High,700,1100.86
3,127.0,293.49,303.2,42.333333333333336,97.83,101.06666666666666,Low,Short,100-300,2.3874015748031496,Medium,300,3.1999999999999886
12,218.0,486.02,1005.67,18.166666666666668,40.501666666666665,83.80583333333333,Low,Very_Long,100-300,4.613165137614678,Medium,1200,-194.33000000000004
3,1166.0,530.44,785.59,388.6666666666667,176.81333333333336,261.86333333333334,High,Short,1000+,0.6737478559176673,Medium,300,485.59000000000003
11,17.0,550.58,830.07,1.5454545454545454,50.052727272727275,75.4609090909091,Low,Very_Long,0-100,48.82764705882353,Medium,1100,-269.92999999999995
9,696.0,1749.97,1649.49,77.33333333333333,194.44111111111113,183.27666666666667,Low,Very_Long,600-1000,2.369956896551724,Very_High,900,749.49
4,305.0,125.79,664.43,76.25,31.4475,166.1075,Low,Medium,300-600,2.1784590163934423,Low,400,264.42999999999995
12,104.0,1300.05,1779.92,8.666666666666666,108.33749999999999,148.32666666666668,Low,Very_Long,100-300,17.114615384615384,Very_High,1200,579.9200000000001
1,303.0,931.53,857.42,303.0,931.53,857.42,High,Short,300-600,2.8297689768976895,High,100,757.42
8,1012.0,2390.84,1732.12,126.5,298.855,216.515,Low,Very_Long,1000+,1.7115810276679841,Very_High,800,932.1199999999999
9,938.0,2224.29,1913.87,104.22222222222223,247.14333333333332,212.6522222222222,Low,Very_Long,600-1000,2.040373134328358,Very_High,900,1013.8699999999999
3,471.0,288.19,535.67,157.0,96.06333333333333,178.55666666666664,Low,Short,300-600,1.1373036093418258,Medium,300,235.66999999999996
5,72.0,977.67,1156.55,14.4,195.534,231.31,Low,Medium,0-100,16.063194444444445,High,500,656.55
10,160.0,2272.56,1642.15,16.0,227.256,164.215,Low,Very_Long,100-300,10.2634375,Very_High,1000,642.1500000000001
10,965.0,1851.28,1805.77,96.5,185.128,180.577,Low,Very_Long,600-1000,1.8712642487046631,Very_High,1000,805.77
3,266.0,2178.16,1447.95,88.66666666666667,726.0533333333333,482.65000000000003,Low,Short,100-300,5.443421052631579,Very_High,300,1147.95
12,734.0,2491.82,1792.31,61.166666666666664,207.65166666666667,149.35916666666665,Low,Very_Long,600-1000,2.441839237057221,Very_High,1200,592.31
12,64.0,1641.01,1710.72,5.333333333333333,136.75083333333333,142.56,Low,Very_Long,0-100,26.73,Very_High,1200,510.72
9,497.0,1845.08,1674.09,55.22222222222222,205.0088888888889,186.01,Low,Very_Long,300-600,3.368390342052314,Very_High,900,774.0899999999999
3,781.0,1801.38,1586.21,260.3333333333333,600.46,528.7366666666667,High,Short,600-1000,2.030998719590269,Very_High,300,1286.21
3,158.0,1070.74,1183.16,52.666666666666664,356.91333333333336,394.3866666666667,Low,Short,100-300,7.488354430379747,High,300,883.1600000000001
3,1096.0,200.27,802.96,365.3333333333333,66.75666666666667,267.65333333333336,High,Short,1000+,0.7326277372262774,Medium,300,502.96000000000004
11,1116.0,2067.8,1987.44,101.45454545454545,187.9818181818182,180.67636363636365,Low,Very_Long,1000+,1.7808602150537636,Very_High,1100,887.44
10,831.0,39.86,982.64,83.1,3.9859999999999998,98.264,Low,Very_Long,600-1000,1.1824789410348977,Very_Low,1000,-17.360000000000014
14,124.0,1064.64,1761.68,8.857142857142858,76.0457142857143,125.83428571428571,Low,Very_Long,100-300,14.207096774193548,High,1400,361.68000000000006
4,10.0,1262.73,1261.41,2.5,315.6825,315.3525,Low,Medium,0-100,126.141,Very_High,400,861.4100000000001
5,955.0,106.86,897.78,191.0,21.372,179.55599999999998,Sweet_Spot,Medium,600-1000,0.9400837696335078,Low,500,397.78
7,1176.0,2489.13,1921.16,168.0,355.59000000000003,274.4514285714286,Low,Long,1000+,1.633639455782313,Very_High,700,1221.16
6,803.0,465.6,1012.0,133.83333333333334,77.60000000000001,168.66666666666666,Low,Long,600-1000,1.2602739726027397,Medium,600,412.0
9,868.0,62.12,1022.81,96.44444444444444,6.902222222222222,113.64555555555555,Low,Very_Long,600-1000,1.178352534562212,Low,900,122.80999999999995
1,181.0,128.05,225.12,181.0,128.05,225.12,Sweet_Spot,Short,100-300,1.2437569060773481,Low,100,125.12
3,70.0,631.88,564.16,23.333333333333332,210.62666666666667,188.0533333333333,Low,Short,0-100,8.05942857142857,High,300,264.15999999999997
8,1090.0,419.76,1189.47,136.25,52.47,148.68375,Low,Very_Long,1000+,1.091256880733945,Medium,800,389.47
14,1184.0,2269.89,1943.24,84.57142857142857,162.135,138.80285714285714,Low,Very_Long,1000+,1.64125,Very_High,1400,543.24
1,735.0,1676.9,1365.21,735.0,1676.9,1365.21,High,Short,600-1000,1.8574285714285714,Very_High,100,1265.21
2,547.0,119.09,509.52,273.5,59.545,254.76,High,Short,300-600,0.9314808043875685,Low,200,309.52
11,265.0,218.66,949.34,24.09090909090909,19.87818181818182,86.30363636363637,Low,Very_Long,100-300,3.582415094339623,Medium,1100,-150.65999999999997
10,223.0,886.32,1305.54,22.3,88.632,130.554,Low,Very_Long,100-300,5.854439461883408,High,1000,305.53999999999996
12,959.0,1947.82,1833.24,79.91666666666667,162.31833333333333,152.77,Low,Very_Long,600-1000,1.911616266944734,Very_High,1200,633.24
11,498.0,1578.39,1793.52,45.27272727272727,143.49,163.0472727272727,Low,Very_Long,300-600,3.60144578313253,Very_High,1100,693.52
14,127.0,988.4,1688.9,9.071428571428571,70.6,120.63571428571429,Low,Very_Long,100-300,13.298425196850394,High,1400,288.9000000000001
3,621.0,214.08,779.66,207.0,71.36,259.88666666666666,Sweet_Spot,Short,600-1000,1.2554911433172302,Medium,300,479.65999999999997
6,1193.0,2241.5,1839.47,198.83333333333334,373.5833333333333,306.5783333333333,Sweet_Spot,Long,1000+,1.541886001676446,Very_High,600,1239.47
4,448.0,2055.97,1497.46,112.0,513.9925,374.365,Low,Medium,300-600,3.342544642857143,Very_High,400,1097.46
8,466.0,2064.63,1558.12,58.25,258.07875,194.765,Low,Very_Long,300-600,3.343605150214592,Very_High,800,758.1199999999999
12,229.0,1216.16,1696.65,19.083333333333332,101.34666666666668,141.38750000000002,Low,Very_Long,100-300,7.408951965065502,Very_High,1200,496.6500000000001
13,658.0,559.48,1573.12,50.61538461538461,43.03692307692308,121.00923076923075,Low,Very_Long,600-1000,2.390759878419453,Medium,1300,273.1199999999999
13,1034.0,2477.98,1842.24,79.53846153846153,190.61384615384617,141.71076923076924,Low,Very_Long,1000+,1.7816634429400386,Very_High,1300,542.24
4,842.0,2464.29,1611.66,210.5,616.0725,402.915,Sweet_Spot,Medium,600-1000,1.9140855106888361,Very_High,400,1211.66
13,837.0,1218.93,1921.68,64.38461538461539,93.76384615384616,147.82153846153847,Low,Very_Long,600-1000,2.2959139784946236,Very_High,1300,621.6800000000001
11,927.0,1306.37,1804.68,84.27272727272727,118.76090909090908,164.06181818181818,Low,Very_Long,600-1000,1.9467961165048544,Very_High,1100,704.6800000000001
4,1047.0,1657.68,1605.84,261.75,414.42,401.46,High,Medium,1000+,1.533753581661891,Very_High,400,1205.84
4,262.0,1681.28,1435.34,65.5,420.32,358.835,Low,Medium,100-300,5.478396946564885,Very_High,400,1035.34
7,1126.0,1103.75,2014.72,160.85714285714286,157.67857142857142,287.81714285714287,Low,Long,1000+,1.7892717584369449,High,700,1314.72
5,781.0,672.91,1125.36,156.2,134.582,225.07199999999997,Low,Medium,600-1000,1.440921895006402,High,500,625.3599999999999
5,831.0,591.65,1090.31,166.2,118.33,218.06199999999998,Low,Medium,600-1000,1.3120457280385078,Medium,500,590.31
7,1089.0,1026.25,2132.85,155.57142857142858,146.60714285714286,304.6928571428571,Low,Long,1000+,1.9585399449035812,High,700,1432.85
1,793.0,2171.07,1421.36,793.0,2171.07,1421.36,High,Short,600-1000,1.7923833543505674,Very_High,100,1321.36
9,368.0,495.12,847.33,40.888888888888886,55.013333333333335,94.14777777777778,Low,Very_Long,300-600,2.3025271739130435,Medium,900,-52.66999999999996
6,818.0,1130.38,1704.06,136.33333333333334,188.39666666666668,284.01,Low,Long,600-1000,2.08320293398533,High,600,1104.06
11,667.0,1915.95,1732.2,60.63636363636363,174.17727272727274,157.47272727272727,Low,Very_Long,600-1000,2.597001499250375,Very_High,1100,632.2
2,267.0,2116.93,1349.04,133.5,1058.465,674.52,Low,Short,100-300,5.052584269662921,Very_High,200,1149.04
10,1083.0,2105.36,1844.58,108.3,210.536,184.458,Low,Very_Long,1000+,1.703213296398892,Very_High,1000,844.5799999999999
13,529.0,1767.79,2015.18,40.69230769230769,135.98384615384614,155.01384615384615,Low,Very_Long,300-600,3.809413988657845,Very_High,1300,715.1800000000001
9,1155.0,1346.4,2248.12,128.33333333333334,149.60000000000002,249.7911111111111,Low,Very_Long,1000+,1.9464242424242424,Very_High,900,1348.12
7,1185.0,1768.01,2072.18,169.28571428571428,252.57285714285715,296.0257142857143,Low,Long,1000+,1.7486751054852319,Very_High,700,1372.1799999999998
5,763.0,1420.94,1777.14,152.6,284.188,355.428,Low,Medium,600-1000,2.3291480996068152,Very_High,500,1277.14
7,368.0,1231.69,1550.04,52.57142857142857,175.9557142857143,221.43428571428572,Low,Long,300-600,4.212065217391304,Very_High,700,850.04
6,659.0,322.1,972.58,109.83333333333333,53.68333333333334,162.09666666666666,Low,Long,600-1000,1.4758421851289834,Medium,600,372.58000000000004
14,1138.0,518.18,1696.86,81.28571428571429,37.012857142857136,121.2042857142857,Low,Very_Long,1000+,1.4910896309314585,Medium,1400,296.8599999999999
6,172.0,1977.78,1603.89,28.666666666666668,329.63,267.315,Low,Long,100-300,9.324941860465117,Very_High,600,1003.8900000000001
6,628.0,311.47,903.3,104.66666666666667,51.91166666666667,150.54999999999998,Low,Long,600-1000,1.4383757961783439,Medium,600,303.29999999999995
2,500.0,1246.48,1264.53,250.0,623.24,632.265,High,Short,300-600,2.52906,Very_High,200,1064.53
8,7.0,2075.6,1422.12,0.875,259.45,177.765,Low,Very_Long,0-100,203.16,Very_High,800,622.1199999999999
5,942.0,2092.87,1696.72,188.4,418.57399999999996,339.344,Sweet_Spot,Medium,600-1000,1.8011889596602972,Very_High,500,1196.72
12,81.0,2485.34,1589.65,6.75,207.11166666666668,132.47083333333333,Low,Very_Long,0-100,19.62530864197531,Very_High,1200,389.6500000000001
4,166.0,791.52,866.18,41.5,197.88,216.545,Low,Medium,100-300,5.217951807228915,High,400,466.17999999999995
3,213.0,1724.85,1344.71,71.0,574.9499999999999,448.2366666666667,Low,Short,100-300,6.313192488262911,Very_High,300,1044.71
11,1004.0,167.15,1175.65,91.27272727272727,15.195454545454545,106.87727272727274,Low,Very_Long,1000+,1.1709661354581675,Low,1100,75.65000000000009
5,116.0,478.1,624.04,23.2,95.62,124.80799999999999,Low,Medium,100-300,5.379655172413793,Medium,500,124.03999999999996
13,112.0,2299.56,1807.67,8.615384615384615,176.88923076923078,139.05153846153846,Low,Very_Long,100-300,16.139910714285715,Very_High,1300,507.6700000000001
1,43.0,2149.22,1134.47,43.0,2149.22,1134.47,Low,Short,0-100,26.383023255813953,Very_High,100,1034.47
2,660.0,1944.4,1531.2,330.0,972.2,765.6,High,Short,600-1000,2.3200000000000003,Very_High,200,1331.2
10,888.0,298.68,1171.54,88.8,29.868000000000002,117.154,Low,Very_Long,600-1000,1.3193018018018017,Medium,1000,171.53999999999996
10,860.0,2380.76,1759.97,86.0,238.07600000000002,175.997,Low,Very_Long,600-1000,2.0464767441860467,Very_High,1000,759.97
10,1187.0,1981.09,2013.21,118.7,198.10899999999998,201.321,Low,Very_Long,1000+,1.6960488626790229,Very_High,1000,1013.21
12,1139.0,124.65,1314.3,94.91666666666667,10.387500000000001,109.52499999999999,Low,Very_Long,1000+,1.1539069359086918,Low,1200,114.29999999999995
5,966.0,359.51,927.98,193.2,71.902,185.596,Sweet_Spot,Medium,600-1000,0.9606418219461698,Medium,500,427.98
10,796.0,1352.08,2000.19,79.6,135.208,200.019,Low,Very_Long,600-1000,2.5128015075376884,Very_High,1000,1000.19
9,72.0,1281.32,1515.54,8.0,142.36888888888888,168.39333333333332,Low,Very_Long,0-100,21.049166666666665,Very_High,900,615.54
10,215.0,2440.91,1638.66,21.5,244.09099999999998,163.866,Low,Very_Long,100-300,7.621674418604652,Very_High,1000,638.6600000000001
7,671.0,1297.02,1703.2,95.85714285714286,185.28857142857143,243.31428571428572,Low,Long,600-1000,2.538301043219076,Very_High,700,1003.2
5,230.0,333.69,538.36,46.0,66.738,107.672,Low,Medium,100-300,2.3406956521739133,Medium,500,38.360000000000014
5,467.0,1243.31,1549.82,93.4,248.66199999999998,309.964,Low,Medium,300-600,3.3186723768736615,Very_High,500,1049.82
13,247.0,2339.61,1705.9,19.0,179.97,131.22307692307692,Low,Very_Long,100-300,6.9064777327935225,Very_High,1300,405.9000000000001
14,777.0,1248.61,1837.25,55.5,89.18642857142856,131.23214285714286,Low,Very_Long,600-1000,2.3645431145431144,Very_High,1400,437.25
11,740.0,1171.99,902.09,67.27272727272727,106.54454545454546,82.00818181818182,Low,Very_Long,600-1000,1.2190405405405407,High,1100,-197.90999999999997
6,884.0,1798.31,1897.87,147.33333333333334,299.7183333333333,316.31166666666667,Low,Long,600-1000,2.1469117647058824,Very_High,600,1297.87
5,789.0,1853.31,1792.88,157.8,370.662,358.576,Low,Medium,600-1000,2.27234474017744,Very_High,500,1292.88
4,825.0,874.99,784.52,206.25,218.7475,196.13,Sweet_Spot,Medium,600-1000,0.9509333333333333,High,400,384.52
2,301.0,769.23,731.28,150.5,384.615,365.64,Low,Short,300-600,2.429501661129568,High,200,531.28
12,1007.0,1353.77,1925.32,83.91666666666667,112.81416666666667,160.44333333333333,Low,Very_Long,1000+,1.9119364448857994,Very_High,1200,725.3199999999999
5,865.0,644.79,1202.46,173.0,128.958,240.49200000000002,Low,Medium,600-1000,1.390127167630058,High,500,702.46
14,81.0,1251.97,1682.62,5.785714285714286,89.42642857142857,120.18714285714285,Low,Very_Long,0-100,20.773086419753085,Very_High,1400,282.6199999999999
8,1159.0,2175.27,1752.18,144.875,271.90875,219.0225,Low,Very_Long,1000+,1.5118032786885247,Very_High,800,952.1800000000001
11,496.0,373.98,1152.99,45.09090909090909,33.99818181818182,104.81727272727272,Low,Very_Long,300-600,2.324576612903226,Medium,1100,52.99000000000001
1,752.0,1632.35,1362.39,752.0,1632.35,1362.39,High,Short,600-1000,1.8116888297872342,Very_High,100,1262.39
5,1014.0,1853.57,1749.31,202.8,370.714,349.86199999999997,Sweet_Spot,Medium,1000+,1.7251577909270217,Very_High,500,1249.31
9,686.0,145.66,972.95,76.22222222222223,16.184444444444445,108.10555555555555,Low,Very_Long,600-1000,1.4182944606413994,Low,900,72.95000000000005
5,654.0,1272.89,1724.68,130.8,254.57800000000003,344.93600000000004,Low,Medium,600-1000,2.637125382262997,Very_High,500,1224.68
8,621.0,2391.34,1593.12,77.625,298.9175,199.14,Low,Very_Long,600-1000,2.5654106280193236,Very_High,800,793.1199999999999
9,1080.0,539.51,1306.91,120.0,59.94555555555556,145.21222222222224,Low,Very_Long,1000+,1.2101018518518518,Medium,900,406.9100000000001
10,714.0,269.06,1067.81,71.4,26.906,106.78099999999999,Low,Very_Long,600-1000,1.495532212885154,Medium,1000,67.80999999999995
10,816.0,1425.64,1872.81,81.6,142.56400000000002,187.281,Low,Very_Long,600-1000,2.295110294117647,Very_High,1000,872.81
14,1122.0,1766.25,2239.35,80.14285714285714,126.16071428571429,159.95357142857142,Low,Very_Long,1000+,1.995855614973262,Very_High,1400,839.3499999999999
4,1202.0,1074.87,1501.24,300.5,268.7175,375.31,High,Medium,1000+,1.2489517470881863,High,400,1101.24
5,651.0,1573.3,1682.08,130.2,314.65999999999997,336.416,Low,Medium,600-1000,2.5838402457757295,Very_High,500,1182.08
14,1100.0,237.69,1265.57,78.57142857142857,16.977857142857143,90.39785714285713,Low,Very_Long,1000+,1.1505181818181818,Medium,1400,-134.43000000000006
14,296.0,485.68,924.9,21.142857142857142,34.691428571428574,66.06428571428572,Low,Very_Long,100-300,3.124662162162162,Medium,1400,-475.1
1,697.0,2148.5,1421.07,697.0,2148.5,1421.07,High,Short,600-1000,2.03883787661406,Very_High,100,1321.07
6,1044.0,47.46,1133.45,174.0,7.91,188.90833333333333,Low,Long,1000+,1.0856800766283525,Very_Low,600,533.45
12,398.0,2481.44,1755.18,33.166666666666664,206.78666666666666,146.26500000000001,Low,Very_Long,300-600,4.41,Very_High,1200,555.1800000000001
3,139.0,2428.89,1345.66,46.333333333333336,809.63,448.55333333333334,Low,Short,100-300,9.681007194244605,Very_High,300,1045.66
6,84.0,852.7,1109.32,14.0,142.11666666666667,184.88666666666666,Low,Long,0-100,13.206190476190475,High,600,509.31999999999994
2,423.0,1639.17,1367.64,211.5,819.585,683.82,Sweet_Spot,Short,300-600,3.2331914893617024,Very_High,200,1167.64
11,815.0,2385.6,1872.44,74.0909090909091,216.87272727272727,170.22181818181818,Low,Very_Long,600-1000,2.2974723926380367,Very_High,1100,772.44
6,577.0,897.74,1257.31,96.16666666666667,149.62333333333333,209.55166666666665,Low,Long,300-600,2.1790467937608318,High,600,657.31
8,200.0,1508.89,1461.33,25.0,188.61125,182.66625,Low,Very_Long,100-300,7.306649999999999,Very_High,800,661.3299999999999
9,1102.0,540.6,1455.85,122.44444444444444,60.06666666666667,161.7611111111111,Low,Very_Long,1000+,1.321098003629764,Medium,900,555.8499999999999
12,508.0,1970.54,1770.91,42.333333333333336,164.21166666666667,147.57583333333335,Low,Very_Long,300-600,3.4860433070866144,Very_High,1200,570.9100000000001
13,1024.0,1712.85,2097.69,78.76923076923077,131.7576923076923,161.36076923076922,Low,Very_Long,1000+,2.048525390625,Very_High,1300,797.69
7,1161.0,1499.97,1862.45,165.85714285714286,214.28142857142856,266.06428571428575,Low,Long,1000+,1.6041774332472007,Very_High,700,1162.45
2,730.0,285.24,624.78,365.0,142.62,312.39,High,Short,600-1000,0.85586301369863,Medium,200,424.78
13,996.0,1809.2,1956.89,76.61538461538461,139.16923076923078,150.53,Low,Very_Long,600-1000,1.964748995983936,Very_High,1300,656.8900000000001
5,1160.0,1901.83,1673.89,232.0,380.366,334.778,High,Medium,1000+,1.4430086206896553,Very_High,500,1173.89
2,1139.0,306.43,726.14,569.5,153.215,363.07,High,Short,1000+,0.6375241439859526,Medium,200,526.14
14,191.0,2442.76,1798.47,13.642857142857142,174.48285714285717,128.46214285714285,Low,Very_Long,100-300,9.41607329842932,Very_High,1400,398.47
7,776.0,2447.82,1826.93,110.85714285714286,349.68857142857144,260.99,Low,Long,600-1000,2.354291237113402,Very_High,700,1126.93
14,414.0,1919.7,1918.89,29.571428571428573,137.12142857142857,137.06357142857144,Low,Very_Long,300-600,4.635000000000001,Very_High,1400,518.8900000000001
7,847.0,1994.62,1851.7,121.0,284.94571428571425,264.5285714285714,Low,Long,600-1000,2.1861865407319954,Very_High,700,1151.7
6,924.0,1227.21,1871.76,154.0,204.535,311.96,Low,Long,600-1000,2.025714285714286,Very_High,600,1271.76
2,933.0,1589.58,1489.99,466.5,794.79,744.995,High,Short,600-1000,1.5969882100750268,Very_High,200,1289.99
1,211.0,958.08,891.9,211.0,958.08,891.9,Sweet_Spot,Short,100-300,4.2270142180094785,High,100,791.9
10,773.0,865.92,1837.11,77.3,86.592,183.71099999999998,Low,Very_Long,600-1000,2.3765976714100905,High,1000,837.1099999999999
3,196.0,1211.68,1229.87,65.33333333333333,403.8933333333334,409.95666666666665,Low,Short,100-300,6.27484693877551,Very_High,300,929.8699999999999
14,49.0,954.02,1480.87,3.5,68.14428571428572,105.77642857142857,Low,Very_Long,0-100,30.221836734693877,High,1400,80.86999999999989
5,477.0,655.24,935.38,95.4,131.048,187.076,Low,Medium,300-600,1.9609643605870022,High,500,435.38
5,828.0,1606.84,1690.82,165.6,321.368,338.164,Low,Medium,600-1000,2.0420531400966184,Very_High,500,1190.82
11,458.0,1364.29,1649.04,41.63636363636363,124.02636363636363,149.91272727272727,Low,Very_Long,300-600,3.600524017467249,Very_High,1100,549.04
3,289.0,1245.67,1279.31,96.33333333333333,415.22333333333336,426.43666666666667,Low,Short,100-300,4.4266782006920415,Very_High,300,979.31
